1824;1880;56
1824;1880;56
1824;1887;63
1824;1890;66
1824;1894;70
1825;1828;3
1825;1830;5
1825;1830;5
1825;1831;6
1825;1832;7
1825;1849;24
1825;1851;26
1825;1853;28
1825;1856;31
1825;1866;41
1825;1871;46
1825;1879;54
1825;1882;57
1825;1888;63
1825;1901;76
1825;1911;86
1826;1833;7
1826;1836;10
1826;1843;17
1826;1852;26
1826;1854;28
1826;1855;29
1826;1858;32
1826;1866;40
1826;1886;60
1826;1888;62
1826;1888;62
1827;1827;0
1827;1827;0
1827;1827;0
1827;1828;1
1827;1829;2
1827;1836;9
1827;1845;18
1827;1845;18
1827;1845;18
1827;1846;19
1827;1846;19
1827;1848;21
1827;1865;38
1827;1869;42
1827;1879;52
1827;1881;54
1827;1891;64
1827;1895;68
1827;1900;73
1827;1909;82
1828;1828;0
1828;1839;11
1828;1852;24
1828;1854;26
1828;1862;34
1828;1866;38
1828;1867;39
1828;1881;53
1828;1883;55
1828;1892;64
1828;1898;70
1828;1911;83
1829;1831;2
1829;1837;8
1829;1844;15
1829;1850;21
1829;1857;28
1829;1862;33
1829;1863;34
1829;1875;46
1829;1877;48
1829;1904;75
1830;1832;2
1830;1835;5
1830;1836;6
1830;1838;8
1830;1838;8
1830;1850;20
1830;1853;23
1830;1858;28
1830;1860;30
1830;1863;33
1830;1864;34
1830;1866;36
1830;1877;47
1830;1890;60
1830;1890;60
1830;1909;79
1831;1831;0
1831;1832;1
1831;1832;1
1831;1833;2
1831;1836;5
1831;1837;6
1831;1856;25
1831;1858;27
1831;1860;29
1831;1861;30
1831;1862;31
1831;1868;37
1831;1881;50
1831;1899;68
1831;1912;81
1832;1832;0
1832;1833;1
1832;1834;2
1832;1837;5
1832;1839;7
1832;1857;25
1832;1859;27
1832;1861;29
1832;1868;36
1832;1887;55
1832;1896;64
1832;1896;64
1832;1900;68
1832;1901;69
1833;1833;0
1833;1834;1
1833;1835;2
1833;1836;3
1833;1850;17
1833;1852;19
1833;1852;19
1833;1853;20
1833;1853;20
1833;1855;22
1833;1856;23
1833;1857;24
1833;1864;31
1833;1866;33
1833;1900;67
1833;1903;70
1834;1834;0
1834;1836;2
1834;1836;2
1834;1837;3
1834;1843;9
1834;1844;10
1834;1855;21
1834;1856;22
1834;1857;23
1834;1859;25
1834;1862;28
1834;1877;43
1834;1882;48
1834;1905;71
1835;1837;2
1835;1841;6
1835;1848;13
1835;1853;18
1835;1860;25
1836;1836;0
1836;1836;0
1836;1836;0
1836;1837;1
1836;1838;2
1836;1838;2
1836;1842;6
1836;1842;6
1836;1843;7
1836;1854;18
1836;1860;24
1836;1864;28
1836;1864;28
1836;1869;33
1836;1872;36
1836;1872;36
1836;1886;50
1836;1887;51
1836;1889;53
1836;1902;66
1836;1910;74
1837;1837;0
1837;1838;1
1837;1838;1
1837;1838;1
1837;1838;1
1837;1839;2
1837;1839;2
1837;1841;4
1837;1841;4
1837;1849;12
1837;1851;14
1837;1853;16
1837;1855;18
1837;1856;19
1837;1862;25
1837;1865;28
1837;1868;31
1837;1868;31
1837;1872;35
1837;1895;58
1838;1838;0
1838;1838;0
1838;1839;1
1838;1840;2
1838;1844;6
1838;1849;11
1838;1849;11
1838;1866;28
1838;1875;37
1839;1839;0
1839;1839;0
1839;1839;0
1839;1840;1
1839;1842;3
1839;1842;3
1839;1859;20
1839;1870;31
1839;1884;45
1839;1887;48
1839;1897;58
1840;1842;2
1840;1842;2
1840;1847;7
1840;1849;9
1840;1855;15
1840;1877;37
1841;1841;0
1841;1842;1
1841;1843;2
1841;1845;4
1841;1851;10
1841;1858;17
1841;1862;21
1841;1865;24
1841;1871;30
1841;1874;33
1841;1875;34
1842;1842;0
1842;1844;2
1842;1862;20
1842;1864;22
1842;1865;23
1842;1867;25
1842;1867;25
1842;1868;26
1842;1871;29
1842;1874;32
1842;1880;38
1843;1843;0
1843;1843;0
1843;1844;1
1843;1844;1
1843;1845;2
1843;1847;4
1843;1847;4
1843;1848;5
1843;1854;11
1843;1865;22
1843;1865;22
1843;1874;31
1844;1844;0
1844;1844;0
1844;1847;3
1844;1850;6
1844;1851;7
1844;1852;8
1844;1860;16
1844;1863;19
1844;1900;56
1844;1907;63
1845;1845;0
1845;1845;0
1845;1848;3
1845;1850;5
1845;1851;6
1845;1853;8
1845;1855;10
1845;1861;16
1845;1879;34
1846;1849;3
1846;1864;18
1846;1874;28
1847;1848;1
1847;1849;2
1847;1850;3
1847;1851;4
1847;1852;5
1847;1853;6
1847;1856;9
1847;1861;14
1847;1863;16
1847;1868;21
1847;1879;32
1848;1849;1
1848;1849;1
1848;1851;3
1848;1851;3
1848;1858;10
1848;1859;11
1848;1869;21
1848;1894;46
1848;1908;60
1848;1913;65
1849;1849;0
1849;1850;1
1849;1850;1
1849;1852;3
1849;1853;4
1849;1857;8
1850;1850;0
1850;1850;0
1850;1850;0
1850;1851;1
1850;1857;7
1850;1865;15
1850;1868;18
1851;1851;0
1851;1852;1
1851;1854;3
1851;1855;4
1851;1857;6
1851;1872;21
1851;1872;21
1851;1874;23
1851;1875;24
1851;1877;26
1852;1852;0
1852;1853;1
1852;1860;8
1852;1901;49
1853;1853;0
1853;1854;1
1853;1855;2
1853;1863;10
1853;1881;28
1853;1887;34
1853;1906;53
1854;1854;0
1854;1856;2
1854;1856;2
1854;1856;2
1854;1896;42
1855;1861;6
1855;1870;15
1856;1857;1
1856;1862;6
1856;1866;10
1857;1858;1
1857;1861;4
1857;1875;18
1858;1860;2
1858;1862;4
1858;1866;8
1858;1869;11
1858;1874;16
1859;1859;0
1859;1863;4
1859;1878;19
1859;1879;20
1859;1902;43
1860;1863;3
1860;1864;4
1860;1908;48
1861;1861;0
1862;1862;0
1862;1862;0
1863;1867;4
1865;1888;23
1867;1868;1
1867;1883;16
1867;1899;32
1868;1870;2
1869;1873;4
1871;1871;0
1871;1883;12
1872;1875;3
1873;1874;1
1874;1880;6
1875;1876;1
1876;1876;0
1892;1911;19
